date,rowNum,sp500,earnQ,earn,EG,etop,div,DG,DtoP,cci,DtoE,mich,tcm1y,consumer,infl12
1986-07-06,319,243.26,,15.36,0.0494,6.31,8.23,0.0472,3.38,97.500,0.54,97.70,6.27,109.50,1.67
1986-08-05,320,243.80,,15.44,0.0431,6.33,8.29,0.0555,3.40,91.700,0.54,94.90,5.93,109.60,1.58
1986-09-05,321,241.62,,15.52,0.0366,6.42,8.36,0.0637,3.46,89.700,0.54,91.90,5.77,110.00,1.76
1986-10-05,322,237.78,,14.29,-0.0079,6.01,8.37,0.0507,3.52,85.800,0.59,95.60,5.72,110.20,1.57
1986-11-04,323,244.48,,13.07,-0.0524,5.35,8.39,0.0376,3.43,89.700,0.64,91.40,5.80,110.40,1.28
1986-12-05,324,246.88,,11.84,-0.0969,4.80,8.40,0.0245,3.40,93.200,0.71,89.10,5.87,110.80,1.19
1987-01-04,325,259.84,,13.81,-0.0104,5.31,8.40,0.0259,3.23,85.400,0.61,90.40,5.78,111.40,1.36
1987-02-04,326,279.75,,15.79,0.0751,5.64,8.40,0.0273,3.00,91.800,0.53,90.20,5.96,111.80,1.91
1987-03-06,327,290.22,,17.76,0.1598,6.12,8.40,0.0287,2.89,95.800,0.47,90.80,6.03,112.20,2.84
1987-04-06,328,289.82,,16.03,0.0525,5.53,8.56,0.0478,2.95,97.400,0.53,92.80,6.50,112.70,3.68
1987-05-06,329,288.20,,14.29,-0.0757,4.96,8.72,0.0668,3.03,103.000,0.61,91.10,7.01,113.00,3.67
1987-06-05,330,297.83,,12.56,-0.2297,4.22,8.88,0.0857,2.98,102.100,0.71,91.50,6.80,113.50,3.75
1987-07-06,331,311.01,,15.47,0.0080,4.97,8.89,0.0794,2.86,105.800,0.57,93.70,6.68,113.80,3.93
1987-08-05,332,325.21,,18.37,0.1856,5.65,8.91,0.0730,2.74,110.700,0.48,94.40,7.03,114.30,4.29
1987-09-05,333,323.09,,21.28,0.3243,6.59,8.92,0.0667,2.76,115.700,0.42,93.60,7.67,114.70,4.27
1987-10-05,334,279.75,,20.32,0.3762,7.26,8.95,0.0670,3.20,115.100,0.44,89.30,7.59,115.00,4.36
1987-11-05,335,241.25,,19.36,0.4402,8.02,8.97,0.0673,3.72,100.800,0.46,83.10,6.96,115.40,4.53
1987-12-05,336,238.00,,18.40,0.5223,7.73,9.00,0.0676,3.78,107.700,0.49,86.80,7.17,115.60,4.33
1988-01-05,337,251.53,,19.57,0.3723,7.78,8.99,0.0664,3.57,109.900,0.46,90.80,6.99,116.00,4.13
1988-02-04,338,260.13,,20.75,0.2700,7.98,8.98,0.0653,3.45,114.900,0.43,91.60,6.64,116.20,3.94
1988-03-05,339,263.86,,21.92,0.1955,8.31,8.97,0.0641,3.40,112.700,0.41,94.60,6.71,116.50,3.83
1988-04-05,340,261.74,,22.68,0.3273,8.67,9.29,0.0818,3.55,115.700,0.41,91.20,7.01,117.20,3.99
1988-05-05,341,259.02,,23.44,0.4726,9.05,9.71,0.1100,3.75,120.200,0.41,94.80,7.40,117.50,3.98
1988-06-05,342,268.66,,24.20,0.6326,9.01,10.00,0.1244,3.72,115.700,0.41,94.70,7.49,118.00,3.96
1988-07-05,343,271.09,,24.43,0.4578,9.01,10.03,0.1264,3.70,113.500,0.41,93.40,7.75,118.50,4.13
1988-08-05,344,266.07,,24.65,0.3027,9.26,9.92,0.1123,3.73,119.700,0.40,97.40,8.17,119.00,4.11
1988-09-04,345,266.32,,24.88,0.1642,9.34,9.84,0.1025,3.69,110.700,0.40,97.30,8.09,119.50,4.18
1988-10-04,346,275.91,,25.08,0.2099,9.09,9.93,0.1060,3.60,116.900,0.40,94.10,8.11,119.90,4.26
1988-11-04,347,273.97,,25.28,0.2526,9.23,10.09,0.1150,3.68,112.900,0.40,93.00,8.48,120.30,4.25
1988-12-04,348,275.58,,25.48,0.2926,9.25,10.16,0.1160,3.69,119.400,0.40,91.90,8.99,120.70,4.41
1989-01-04,349,286.63,,25.53,0.2440,8.91,10.05,0.1056,3.51,115.800,0.39,97.90,9.05,121.20,4.48
1989-02-03,350,293.29,,25.59,0.1963,8.73,9.92,0.0948,3.38,120.700,0.39,95.40,9.25,121.60,4.65
1989-03-06,351,292.54,,25.64,0.1495,8.76,10.00,0.1045,3.42,117.400,0.39,94.30,9.57,122.20,4.89
1989-04-05,352,302.33,,25.80,0.1244,8.53,10.43,0.1143,3.45,116.600,0.40,91.50,9.36,123.10,5.03
1989-05-06,353,314.32,,25.96,0.0997,8.26,11.00,0.1284,3.50,116.700,0.42,90.70,8.98,123.70,5.28
1989-06-05,354,320.52,,26.12,0.0754,8.15,11.44,0.1417,3.57,117.200,0.44,90.60,8.44,124.10,5.17
1989-07-05,355,331.85,,24.80,0.0145,7.47,11.54,0.1501,3.48,120.400,0.47,92.00,7.89,124.50,5.06
1989-08-05,356,347.32,,23.48,-0.0457,6.76,11.43,0.1524,3.29,115.400,0.49,89.60,8.18,124.50,4.62
1989-09-04,357,349.03,,22.16,-0.1061,6.35,11.32,0.1480,3.24,116.300,0.51,95.80,8.22,124.80,4.44
1989-10-05,358,344.27,,22.56,-0.0977,6.55,11.37,0.1376,3.30,117.010,0.50,93.90,7.99,125.40,4.59
1989-11-04,359,340.94,,22.96,-0.0894,6.73,11.46,0.1247,3.36,115.100,0.50,90.90,7.77,125.90,4.66
1989-12-05,360,348.29,,23.36,-0.0812,6.71,11.44,0.1119,3.28,113.010,0.49,90.50,7.72,126.30,4.64
1990-01-04,361,340.72,,23.05,-0.1000,6.77,11.21,0.1005,3.29,106.500,0.49,93.00,7.92,127.50,5.20
1990-02-03,362,329.79,,22.75,-0.1210,6.90,10.99,0.0936,3.33,106.700,0.48,89.50,8.11,128.00,5.26
1990-03-06,363,336.85,,22.44,-0.1444,6.66,11.08,0.0954,3.29,110.600,0.49,91.30,8.35,128.60,5.24
1990-04-05,364,336.45,,23.04,-0.1223,6.85,11.65,0.1078,3.46,107.300,0.51,93.90,8.40,128.90,4.71
1990-05-06,365,346.27,,23.64,-0.1010,6.83,12.39,0.1208,3.58,107.300,0.52,90.60,8.32,129.10,4.37
1990-06-05,366,359.82,,24.24,-0.0805,6.74,12.84,0.1224,3.57,102.400,0.53,88.30,8.10,129.90,4.67
1990-07-06,367,358.51,,24.12,-0.0295,6.73,12.71,0.1048,3.55,101.700,0.53,88.20,7.94,130.50,4.82
1990-08-05,368,335.56,,24.01,0.0233,7.16,12.29,0.0784,3.66,84.700,0.51,76.40,7.78,131.60,5.70
1990-09-05,369,312.78,,23.88,0.0766,7.63,12.00,0.0614,3.84,85.600,0.50,72.80,7.76,132.50,6.17
1990-10-05,370,306.08,,22.60,0.0017,7.38,12.14,0.0661,3.97,62.600,0.54,63.90,7.55,133.40,6.38
1990-11-04,371,312.71,,21.32,-0.0694,6.82,12.43,0.0782,3.98,61.700,0.58,66.00,7.31,133.70,6.20
1990-12-05,372,327.10,,20.04,-0.1370,6.13,12.48,0.0810,3.82,61.200,0.62,65.50,7.05,134.20,6.25
1991-01-04,373,331.85,,19.72,-0.1381,5.94,12.03,0.0644,3.62,55.100,0.61,66.80,6.64,134.70,5.65
1991-02-04,374,355.58,,19.40,-0.1395,5.46,11.42,0.0351,3.21,59.400,0.59,70.40,6.27,134.80,5.31
1991-03-06,375,371.42,,19.08,-0.1407,5.14,11.16,0.0067,3.00,81.100,0.58,87.70,6.40,134.80,4.82
1991-04-06,376,378.02,,19.11,-0.1739,5.06,11.58,-0.0063,3.06,79.400,0.61,81.80,6.24,135.10,4.81
1991-05-06,377,380.21,,19.13,-0.2115,5.03,12.34,-0.0037,3.25,76.400,0.65,78.30,6.13,135.60,5.03
1991-06-05,378,379.69,,19.16,-0.2535,5.05,12.96,0.0096,3.41,78.010,0.68,82.10,6.36,136.00,4.70
1991-07-06,379,379.43,,19.59,-0.2297,5.16,13.07,0.0297,3.44,77.700,0.67,82.90,6.31,136.20,4.37
1991-08-05,380,388.54,,20.01,-0.2062,5.15,12.83,0.0472,3.30,76.100,0.64,82.00,5.78,136.60,3.80
1991-09-05,381,390.92,,20.44,-0.1803,5.23,12.52,0.0466,3.20,72.900,0.61,83.00,5.57,137.00,3.40
1991-10-05,382,387.56,,19.80,-0.1465,5.11,12.36,0.0196,3.19,60.100,0.62,78.30,5.33,137.20,2.85
1991-11-05,383,384.38,,19.16,-0.1129,4.98,12.29,-0.0115,3.20,52.700,0.64,69.10,4.89,137.80,3.07
1991-12-05,384,395.47,,18.52,-0.0793,4.68,12.16,-0.0247,3.07,52.500,0.66,68.20,4.38,138.20,2.98
1992-01-05,385,413.91,,18.92,-0.0408,4.57,11.90,-0.0100,2.87,50.200,0.63,67.50,4.15,138.30,2.67
1992-02-04,386,411.48,,19.32,-0.0040,4.70,11.65,0.0180,2.83,47.300,0.60,68.80,4.29,138.60,2.82
1992-03-05,387,408.02,,19.72,0.0313,4.83,11.64,0.0383,2.85,56.500,0.59,76.00,4.63,139.10,3.19
1992-04-05,388,406.83,,20.09,0.0495,4.94,11.99,0.0336,2.95,65.100,0.60,77.20,4.30,139.40,3.18
1992-05-05,389,414.73,,20.47,0.0699,4.94,12.52,0.0146,3.02,71.900,0.61,79.20,4.19,139.70,3.02
1992-06-05,390,410.18,,20.84,0.0907,5.08,12.96,0.0000,3.16,72.600,0.62,80.40,4.17,140.10,3.01
1992-07-05,391,416.10,,20.72,0.0597,4.98,13.11,0.0031,3.15,61.200,0.63,76.60,3.60,140.50,3.16
1992-08-05,392,417.92,,20.60,0.0305,4.93,13.02,0.0161,3.11,59.010,0.63,76.10,3.47,140.80,3.07
1992-09-04,393,417.45,,20.48,0.0020,4.91,12.80,0.0241,3.07,57.300,0.63,75.60,3.18,141.10,2.99
1992-10-04,394,413.61,,21.13,0.0662,5.11,12.56,0.0165,3.04,54.600,0.59,73.30,3.30,141.70,3.28
1992-11-04,395,424.38,,21.79,0.1285,5.13,12.33,0.0033,2.91,65.600,0.57,85.30,3.68,142.10,3.12
1992-12-04,396,434.58,,22.44,0.1881,5.16,12.12,-0.0031,2.79,78.100,0.54,91.00,3.71,142.30,2.97
1993-01-04,397,436.01,,23.29,0.2109,5.34,11.96,0.0046,2.74,76.700,0.51,89.30,3.50,142.80,3.25
1993-02-03,398,440.11,,24.15,0.2345,5.49,11.91,0.0194,2.71,68.500,0.49,86.60,3.39,143.10,3.25
1993-03-06,399,448.22,,25.01,0.2583,5.58,12.04,0.0312,2.69,63.200,0.48,85.90,3.33,143.30,3.02
1993-04-05,400,444.20,,25.43,0.2527,5.72,12.39,0.0319,2.79,67.600,0.49,85.60,3.24,143.80,3.16
1993-05-06,401,445.45,,25.85,0.2469,5.80,12.82,0.0240,2.88,61.900,0.50,80.30,3.36,144.20,3.22
1993-06-05,402,449.72,,26.28,0.2424,5.84,13.12,0.0132,2.92,58.600,0.50,81.50,3.54,144.30,3.00
1993-07-05,403,447.81,,26.75,0.2589,5.97,13.16,0.0048,2.94,59.200,0.49,77.00,3.47,144.50,2.85
1993-08-05,404,455.55,,27.21,0.2737,5.97,13.02,0.0002,2.86,59.300,0.48,77.30,3.44,144.80,2.84
1993-09-04,405,458.98,,27.68,0.2879,6.03,12.80,0.0000,2.79,63.800,0.46,77.90,3.36,145.00,2.76
1993-10-05,406,463.56,,28.01,0.2705,6.04,12.61,0.0040,2.72,60.500,0.45,82.70,3.39,145.60,2.75
1993-11-04,407,463.27,,28.32,0.2526,6.11,12.47,0.0106,2.69,71.900,0.44,81.20,3.58,146.00,2.74
1993-12-05,408,465.28,,28.64,0.2359,6.16,12.36,0.0183,2.66,79.800,0.43,88.20,3.61,146.30,2.81
1994-01-04,409,473.83,,28.65,0.2004,6.05,12.30,0.0262,2.60,82.600,0.43,94.30,3.54,146.30,2.45
1994-02-03,410,473.81,,28.67,0.1661,6.05,12.35,0.0339,2.61,79.900,0.43,93.20,3.87,146.70,2.52
1994-03-06,411,455.05,,28.68,0.1326,6.30,12.56,0.0406,2.76,86.700,0.44,91.50,4.32,147.10,2.65
1994-04-05,412,446.31,,29.45,0.1435,6.60,12.97,0.0454,2.91,92.100,0.44,92.60,4.82,147.20,2.36
1994-05-06,413,451.49,,30.23,0.1547,6.70,13.40,0.0465,2.97,88.900,0.44,92.80,5.31,147.50,2.29
1994-06-05,414,450.96,,31.01,0.1652,6.88,13.64,0.0421,3.02,92.500,0.44,91.20,5.27,147.90,2.49
1994-07-06,415,451.36,,31.37,0.1613,6.95,13.56,0.0322,3.00,91.300,0.43,89.00,5.48,148.40,2.70
1994-08-05,416,466.86,,31.75,0.1584,6.80,13.32,0.0245,2.85,90.400,0.42,91.70,5.56,149.00,2.90
1994-09-05,417,468.04,,32.12,0.1548,6.86,13.16,0.0287,2.81,89.500,0.41,91.50,5.76,149.30,2.97
1994-10-05,418,464.76,,33.15,0.1745,7.13,13.24,0.0483,2.85,89.100,0.40,92.70,6.11,149.40,2.61
1994-11-04,419,460.60,,34.17,0.1935,7.42,13.39,0.0687,2.91,100.400,0.39,91.60,6.54,149.80,2.60
1994-12-05,420,454.61,,35.20,0.2115,7.74,13.36,0.0733,2.94,103.400,0.38,95.10,7.14,150.10,2.60
1995-01-04,421,464.55,,34.99,0.2021,7.53,13.02,0.0526,2.80,101.400,0.37,97.60,7.05,150.50,2.87
1995-02-04,422,479.07,,34.77,0.1921,7.26,12.62,0.0209,2.64,99.400,0.36,95.10,6.70,150.90,2.86
1995-03-06,423,493.99,,34.56,0.1831,7.00,12.56,0.0000,2.54,100.200,0.36,90.30,6.43,151.20,2.79
1995-04-06,424,507.73,,35.71,0.1888,7.03,13.06,0.0074,2.57,104.600,0.37,92.50,6.27,151.80,3.13
1995-05-06,425,523.65,,36.85,0.1937,7.04,13.82,0.0320,2.64,102.010,0.38,89.80,6.01,152.10,3.12
1995-06-05,426,538.81,,38.01,0.1989,7.05,14.40,0.0569,2.67,94.600,0.38,92.70,5.64,152.40,3.04
1995-07-06,427,553.68,,38.37,0.2001,6.93,14.47,0.0700,2.61,101.400,0.38,94.40,5.59,152.60,2.83
1995-08-05,428,560.65,,38.75,0.2013,6.91,14.23,0.0722,2.54,102.400,0.37,96.20,5.75,152.90,2.62
1995-09-05,429,573.73,,39.12,0.2025,6.82,14.00,0.0669,2.44,97.300,0.36,88.90,5.62,153.10,2.55
1995-10-05,430,582.03,,39.12,0.1672,6.72,14.01,0.0592,2.41,96.300,0.36,90.20,5.59,153.50,2.74
1995-11-05,431,594.15,,39.12,0.1343,6.58,14.14,0.0549,2.38,101.600,0.36,88.20,5.43,153.70,2.60
1995-12-05,432,612.31,,39.12,0.1031,6.39,14.20,0.0583,2.32,99.200,0.36,91.00,5.31,153.90,2.53
1996-01-05,433,621.35,,38.60,0.0941,6.21,14.04,0.0711,2.26,88.400,0.36,89.30,5.09,154.70,2.79
1996-02-04,434,643.60,,38.08,0.0854,5.92,13.83,0.0851,2.15,98.010,0.36,88.50,4.94,155.00,2.72
1996-03-05,435,642.63,,37.56,0.0767,5.84,13.80,0.0886,2.15,98.400,0.37,93.70,5.34,155.50,2.84
1996-04-05,436,645.12,,38.79,0.0787,6.01,14.10,0.0739,2.19,104.800,0.36,92.70,5.54,156.10,2.83
1996-05-05,437,658.61,,40.01,0.0808,6.07,14.60,0.0545,2.22,103.500,0.36,89.40,5.64,156.40,2.83
1996-06-05,438,669.71,,41.24,0.0826,6.16,15.08,0.0479,2.25,100.100,0.37,92.40,5.81,156.70,2.82
1996-07-05,439,648.09,,40.72,0.0609,6.28,15.39,0.0653,2.37,107.000,0.38,94.70,5.85,157.00,2.88
1996-08-05,440,650.53,,40.20,0.0381,6.18,15.53,0.0940,2.39,112.000,0.39,95.30,5.67,157.20,2.81
1996-09-04,441,668.54,,39.68,0.0149,5.94,15.56,0.1130,2.33,111.800,0.39,94.70,5.83,157.70,3.00
1996-10-04,442,697.78,,41.13,0.0518,5.89,15.52,0.1068,2.22,107.300,0.38,96.50,5.55,158.20,3.06
1996-11-04,443,731.43,,42.59,0.0867,5.82,15.39,0.0853,2.10,109.500,0.36,99.20,5.42,158.70,3.25
1996-12-04,444,744.05,,44.04,0.1193,5.92,15.16,0.0637,2.04,114.200,0.34,96.90,5.47,159.10,3.38
1997-01-04,445,762.78,,43.44,0.1189,5.69,14.83,0.0514,1.94,118.700,0.34,97.40,5.61,159.40,3.04
1997-02-03,446,792.02,,42.84,0.1184,5.41,14.54,0.0456,1.84,118.900,0.34,99.70,5.53,159.70,3.03
1997-03-06,447,779.74,,42.24,0.1179,5.42,14.44,0.0411,1.85,118.500,0.34,100.00,5.80,159.80,2.77
1997-04-05,448,774.03,,43.01,0.1026,5.56,14.64,0.0347,1.89,118.500,0.34,101.40,5.99,159.90,2.43
1997-05-06,449,823.68,,43.76,0.0880,5.31,15.03,0.0285,1.83,127.900,0.34,103.20,5.87,159.90,2.24
1997-06-05,450,868.58,,44.52,0.0745,5.13,15.48,0.0264,1.78,129.900,0.35,104.50,5.69,160.20,2.23
1997-07-05,451,920.43,,44.39,0.0845,4.82,15.85,0.0311,1.72,126.300,0.36,107.10,5.54,160.40,2.17
1997-08-05,452,927.82,,44.25,0.0945,4.77,16.11,0.0396,1.74,127.600,0.36,104.40,5.56,160.80,2.29
1997-09-04,453,926.70,,44.12,0.1051,4.76,16.24,0.0471,1.75,130.200,0.37,106.00,5.52,161.20,2.22
1997-10-05,454,925.07,,44.47,0.0777,4.81,16.24,0.0492,1.76,123.400,0.37,105.60,5.46,161.50,2.09
1997-11-04,455,933.79,,44.81,0.0507,4.80,16.09,0.0466,1.72,128.100,0.36,107.20,5.46,161.70,1.89
1997-12-05,456,959.25,,45.16,0.0252,4.71,15.80,0.0413,1.65,136.200,0.35,102.10,5.53,161.80,1.70
1998-01-04,457,964.05,,44.67,0.0277,4.63,15.40,0.0356,1.60,128.300,0.34,106.60,5.24,162.00,1.63
1998-02-03,458,1015.39,,44.17,0.0301,4.35,15.07,0.0328,1.48,137.400,0.34,110.40,5.31,162.00,1.44
1998-03-06,459,1073.76,,43.68,0.0326,4.07,15.04,0.0369,1.40,133.800,0.34,106.50,5.39,162.00,1.38
1998-04-05,460,1105.79,,44.36,0.0304,4.01,15.45,0.0499,1.40,137.200,0.35,108.70,5.38,162.20,1.44
1998-05-06,461,1101.87,,45.04,0.0286,4.09,16.10,0.0662,1.46,136.300,0.36,106.50,5.44,162.60,1.69
1998-06-05,462,1111.12,,45.72,0.0266,4.11,16.72,0.0785,1.50,138.200,0.37,105.60,5.41,162.80,1.62
1998-07-06,463,1139.85,,44.41,0.0004,3.90,17.09,0.0804,1.50,137.200,0.38,105.20,5.36,163.20,1.75
1998-08-05,464,1039.26,,43.11,-0.0258,4.15,17.18,0.0715,1.65,133.100,0.40,104.40,5.21,163.40,1.62
1998-09-05,465,995.10,,41.80,-0.0531,4.20,17.04,0.0532,1.71,126.400,0.41,100.90,4.71,163.50,1.43
1998-10-05,466,1035.70,,43.16,-0.0295,4.17,16.71,0.0304,1.61,119.300,0.39,97.40,4.12,163.90,1.49
1998-11-04,467,1138.49,,44.52,-0.0064,3.91,16.31,0.0136,1.43,126.400,0.37,102.70,4.53,164.10,1.48
1998-12-05,468,1193.67,,45.88,0.0157,3.84,16.00,0.0120,1.34,126.700,0.35,100.50,4.52,164.40,1.61
1999-01-04,469,1248.67,,46.23,0.0351,3.70,15.89,0.0286,1.27,128.900,0.34,103.90,4.51,164.70,1.67
1999-02-04,470,1253.42,,46.57,0.0557,3.72,15.93,0.0498,1.27,133.100,0.34,108.10,4.70,164.70,1.67
1999-03-06,471,1266.14,,46.92,0.0775,3.71,16.04,0.0587,1.27,134.010,0.34,105.70,4.78,164.80,1.73
1999-04-06,472,1318.92,,48.89,0.1050,3.71,16.17,0.0434,1.23,135.500,0.33,104.60,4.69,165.90,2.28
1999-05-06,473,1322.58,,50.87,0.1310,3.85,16.37,0.0168,1.24,137.700,0.32,106.80,4.85,166.00,2.09
1999-06-05,474,1331.24,,52.84,0.1552,3.97,16.72,0.0000,1.26,139.010,0.32,107.30,5.10,166.00,1.97
1999-07-06,475,1362.56,,52.52,0.1754,3.85,17.23,0.0090,1.26,136.200,0.33,106.00,5.03,166.70,2.14
1999-08-05,476,1324.92,,52.20,0.1952,3.94,17.68,0.0314,1.33,136.000,0.34,104.50,5.20,167.10,2.26
1999-09-05,477,1305.19,,51.88,0.2148,3.97,17.80,0.0474,1.36,134.200,0.34,107.20,5.25,167.80,2.63
1999-10-05,478,1313.13,,52.95,0.2002,4.03,17.40,0.0431,1.33,130.500,0.33,103.20,5.43,168.10,2.56
1999-11-05,479,1380.89,,54.01,0.1866,3.91,16.75,0.0268,1.21,137.000,0.31,107.20,5.55,168.40,2.62
1999-12-05,480,1429.66,,55.08,0.1741,3.85,16.20,0.0120,1.13,141.700,0.29,105.40,5.84,168.80,2.68
2000-01-05,481,1422.96,,55.35,0.1736,3.89,16.03,0.0082,1.13,144.700,0.29,112.00,6.12,169.30,2.79
2000-02-04,482,1382.63,,55.61,0.1732,4.02,16.13,0.0116,1.17,140.800,0.29,111.30,6.22,170.00,3.22
2000-03-05,483,1441.12,,55.88,0.1727,3.88,16.32,0.0157,1.13,137.100,0.29,107.10,6.22,171.00,3.76
2000-04-05,484,1454.40,,57.09,0.1549,3.93,16.44,0.0153,1.13,137.700,0.29,109.20,6.15,170.90,3.01
2000-05-05,485,1428.91,,58.31,0.1378,4.08,16.48,0.0065,1.15,144.700,0.28,110.70,6.33,171.20,3.13
2000-06-05,486,1446.18,,59.52,0.1213,4.12,16.48,-0.0148,1.14,139.200,0.28,106.40,6.17,172.20,3.73
2000-07-05,487,1454.16,,58.57,0.1093,4.03,16.46,-0.0481,1.13,143.000,0.28,108.30,6.08,172.70,3.60
2000-08-05,488,1474.79,,57.63,0.0976,3.91,16.42,-0.0783,1.11,140.800,0.28,107.30,6.18,172.70,3.35
2000-09-04,489,1475.93,,56.68,0.0859,3.84,16.36,-0.0882,1.11,142.500,0.29,106.80,6.13,173.60,3.46
2000-10-04,490,1406.63,,55.27,0.0406,3.93,16.27,-0.0690,1.16,135.800,0.29,105.80,6.01,173.90,3.45
2000-11-04,491,1369.43,,53.85,-0.0027,3.93,16.13,-0.0376,1.18,132.600,0.30,107.60,6.09,174.20,3.44
2000-12-04,492,1319.59,,52.44,-0.0444,3.97,15.92,-0.0170,1.21,128.600,0.30,98.40,5.60,174.60,3.44
2001-01-04,493,1336.07,,49.27,-0.1038,3.69,15.64,-0.0236,1.17,115.700,0.32,94.70,4.81,175.60,3.72
2001-02-03,494,1299.44,,46.09,-0.1652,3.55,15.35,-0.0478,1.18,109.200,0.33,90.60,4.68,176.00,3.53
2001-03-06,495,1187.22,,42.92,-0.2287,3.62,15.12,-0.0733,1.27,116.900,0.35,91.50,4.30,176.10,2.98
2001-04-05,496,1192.77,,40.64,-0.2976,3.41,15.03,-0.0867,1.26,109.900,0.37,88.40,3.98,176.40,3.22
2001-05-06,497,1263.30,,38.36,-0.3705,3.04,15.10,-0.0856,1.20,116.100,0.39,92.00,3.78,177.30,3.56
2001-06-05,498,1242.46,,36.08,-0.4470,2.90,15.36,-0.0704,1.24,118.900,0.43,92.60,3.58,177.70,3.19
2001-07-05,499,1210.24,,36.27,-0.4526,3.00,15.79,-0.0426,1.30,116.300,0.44,92.40,3.62,177.40,2.72
2001-08-05,500,1173.99,,36.45,-0.4595,3.10,16.25,-0.0110,1.38,114.010,0.45,91.50,3.47,177.40,2.72
2001-09-04,501,1068.67,,36.64,-0.4669,3.43,16.56,0.0132,1.55,97.000,0.45,81.80,2.82,178.10,2.59
2001-10-05,502,1059.52,,37.68,-0.4328,3.56,16.58,0.0206,1.56,85.300,0.44,82.70,2.33,177.60,2.13
2001-11-04,503,1104.23,,38.72,-0.3944,3.51,16.34,0.0139,1.48,84.900,0.42,83.90,2.18,177.50,1.89
2001-12-05,504,1143.92,,39.76,-0.3514,3.48,15.92,0.0000,1.39,94.600,0.40,88.80,2.22,177.40,1.60
2002-01-04,505,1134.23,,40.97,-0.2288,3.61,15.43,-0.0135,1.36,97.800,0.38,93.00,2.16,177.70,1.20
2002-02-03,506,1110.37,,42.19,-0.1070,3.80,15.07,-0.0173,1.36,95.010,0.36,90.70,2.23,178.00,1.14
2002-03-06,507,1133.70,,43.40,0.0131,3.83,15.08,-0.0024,1.33,110.700,0.35,95.70,2.57,178.50,1.36
2002-04-05,508,1108.90,,44.45,0.1011,4.01,15.59,0.0339,1.41,108.500,0.35,93.00,2.48,179.30,1.64
2002-05-06,509,1074.90,,45.51,0.1847,4.23,16.25,0.0704,1.51,110.300,0.36,96.90,2.35,179.50,1.24
2002-06-05,510,1020.15,,46.56,0.2636,4.56,16.60,0.0779,1.63,106.300,0.36,92.40,2.20,179.60,1.07
2002-07-06,511,917.90,,46.52,0.2502,5.07,16.34,0.0354,1.78,97.400,0.35,88.10,1.96,180.00,1.47
2002-08-05,512,906.53,,46.48,0.2377,5.13,15.83,-0.0281,1.75,94.500,0.34,87.60,1.76,180.50,1.75
2002-09-05,513,863.89,,46.44,0.2258,5.38,15.60,-0.0637,1.81,93.700,0.34,86.10,1.72,180.80,1.52
2002-10-05,514,844.28,,46.88,0.2070,5.55,16.00,-0.0372,1.89,79.600,0.34,80.60,1.65,181.20,2.03
2002-11-04,515,908.99,,47.32,0.1890,5.21,16.66,0.0197,1.83,84.900,0.35,84.20,1.49,181.50,2.25
2002-12-05,516,909.97,,47.76,0.1718,5.25,17.04,0.0675,1.87,80.700,0.36,86.70,1.45,181.80,2.48
2003-01-04,517,877.73,,48.48,0.1614,5.52,16.77,0.0822,1.91,78.800,0.35,82.40,1.36,182.60,2.76
2003-02-04,518,841.95,,49.20,0.1508,5.84,16.16,0.0688,1.92,64.800,0.33,79.90,1.30,183.60,3.15
2003-03-06,519,843.53,,49.92,0.1404,5.92,15.68,0.0385,1.86,61.400,0.31,77.60,1.24,183.90,3.03
2003-04-06,520,884.30,,50.51,0.1293,5.71,15.69,0.0064,1.77,81.000,0.31,86.00,1.27,183.20,2.18
2003-05-06,521,937.18,,51.09,0.1179,5.45,16.02,-0.0138,1.71,83.600,0.31,92.10,1.18,182.90,1.89
2003-06-05,522,979.25,,51.68,0.1072,5.28,16.36,-0.0141,1.67,83.500,0.32,89.70,1.01,183.10,1.95
2003-07-06,523,985.58,,53.67,0.1475,5.45,16.51,0.0104,1.68,77.000,0.31,90.90,1.12,183.70,2.06
2003-08-05,524,992.54,,55.65,0.1864,5.61,16.71,0.0544,1.68,81.700,0.30,89.30,1.31,184.50,2.22
2003-09-05,525,1008.66,,57.64,0.2244,5.71,17.28,0.1071,1.71,77.010,0.30,87.70,1.24,185.10,2.38
2003-10-05,526,1024.11,,58.27,0.2255,5.69,18.40,0.1531,1.80,81.700,0.32,89.60,1.25,184.90,2.04
2003-11-05,527,1050.94,,58.89,0.2265,5.60,19.60,0.1835,1.86,92.500,0.33,93.70,1.34,185.00,1.93
2003-12-05,528,1084.02,,59.52,0.2276,5.49,20.24,0.1956,1.87,94.800,0.34,92.60,1.31,185.50,2.04
2004-01-05,529,1125.88,,60.84,0.2303,5.40,19.90,0.1899,1.77,97.700,0.33,103.80,1.24,186.30,2.03
2004-02-04,530,1139.87,,62.16,0.2329,5.45,19.02,0.1716,1.67,88.500,0.31,94.40,1.24,186.70,1.69
2004-03-05,531,1130.38,,63.48,0.2353,5.62,18.24,0.1481,1.61,88.500,0.29,95.80,1.19,187.10,1.74
2004-04-05,532,1122.83,,64.96,0.2480,5.79,18.04,0.1276,1.61,93.000,0.28,94.20,1.43,187.40,2.29
2004-05-05,533,1108.01,,66.44,0.2607,6.00,18.28,0.1151,1.65,93.100,0.28,90.20,1.78,188.20,2.90
