date,rowNum,sp500,earnQ,earn,EG,etop,div,DG,DtoP,cci,DtoE,mich,tcm1y,consumer,infl12
2004-06-05,534,1130.29,,67.92,0.2728,6.01,18.64,0.1126,1.65,102.800,0.27,95.60,2.12,188.90,3.17
2004-07-05,535,1115.54,,67.79,0.2321,6.08,18.90,0.1199,1.69,105.700,0.28,96.70,2.10,189.10,2.94
2004-08-05,536,1094.09,,67.65,0.1931,6.18,19.14,0.1278,1.75,98.700,0.28,95.90,2.02,189.20,2.55
2004-09-04,537,1112.39,,67.52,0.1556,6.07,19.52,0.1228,1.75,96.700,0.29,94.20,2.12,189.80,2.54
2004-10-04,538,1119.28,,68.95,0.1644,6.16,20.13,0.0960,1.80,92.900,0.29,91.70,2.23,190.80,3.19
2004-11-04,539,1155.02,,70.37,0.1728,6.09,20.81,0.0664,1.80,92.600,0.30,92.80,2.50,191.70,3.62
2004-12-04,540,1194.20,,71.80,0.1808,6.01,21.32,0.0579,1.79,102.700,0.30,97.10,2.67,191.70,3.34
2005-01-04,541,1193.69,,71.87,0.1627,6.02,21.49,0.0840,1.80,105.100,0.30,95.50,2.86,191.60,2.84
2005-02-03,542,1194.56,,71.93,0.1444,6.02,21.44,0.1265,1.80,104.400,0.30,94.10,3.03,192.40,3.05
2005-03-06,543,1194.25,,72.00,0.1262,6.03,21.36,0.1598,1.79,103.000,0.30,92.60,3.30,193.10,3.21
2005-04-05,544,1166.37,,73.89,0.1295,6.34,21.38,0.1657,1.83,97.500,0.29,87.70,3.32,193.70,3.36
2005-05-06,545,1173.52,,75.79,0.1329,6.46,21.44,0.1519,1.83,103.100,0.28,86.90,3.33,193.60,2.87
2005-06-05,546,1197.68,,77.68,0.1359,6.49,21.44,0.1313,1.79,106.200,0.28,96.00,3.36,193.70,2.54
2005-07-05,547,1213.55,,76.91,0.1269,6.34,21.34,0.1136,1.76,103.600,0.28,96.50,3.64,194.90,3.07
2005-08-05,548,1225.36,,76.13,0.1179,6.21,21.35,0.1029,1.74,105.500,0.28,89.10,3.87,196.10,3.65
2005-09-04,549,1224.40,,75.36,0.1089,6.15,21.72,0.1030,1.77,87.500,0.29,76.90,3.85,198.80,4.74
2005-10-05,550,1209.34,,77.16,0.1111,6.38,22.60,0.1155,1.87,85.200,0.29,74.20,4.18,199.10,4.35
2005-11-04,551,1232.05,,78.96,0.1133,6.41,23.63,0.1315,1.92,98.300,0.30,81.60,4.33,198.10,3.34
2005-12-05,552,1255.04,,80.76,0.1153,6.43,24.32,0.1399,1.94,103.800,0.30,91.50,4.35,198.10,3.34
2006-01-04,553,1267.25,,81.51,0.1253,6.43,24.34,0.1333,1.92,106.800,0.30,91.20,4.45,199.30,4.02
2006-02-03,554,1277.98,,82.25,0.1356,6.44,23.97,0.1181,1.88,102.700,0.29,86.70,4.68,199.40,3.64
2006-03-06,555,1288.71,,83.01,0.1461,6.44,23.64,0.1050,1.83,107.500,0.28,88.90,4.77,199.70,3.42
2006-04-05,556,1303.10,,84.60,0.1388,6.49,23.68,0.1018,1.82,109.800,0.28,87.40,4.90,200.70,3.61
2006-05-06,557,1288.18,,86.20,0.1318,6.69,23.92,0.1050,1.86,104.700,0.28,79.10,5.00,201.30,3.98
2006-06-05,558,1262.56,,87.80,0.1253,6.95,24.08,0.1086,1.91,105.400,0.27,84.90,5.16,201.80,4.18
2006-07-06,559,1262.92,,89.24,0.1513,7.07,24.00,0.1090,1.90,107.010,0.27,84.70,5.22,202.90,4.10
2006-08-05,560,1287.60,,90.68,0.1769,7.04,23.95,0.1088,1.86,100.200,0.26,87.00,5.08,203.80,3.93
2006-09-05,561,1317.72,,92.12,0.2019,6.99,24.36,0.1117,1.85,105.900,0.26,88.00,4.97,202.80,2.01
2006-10-05,562,1357.58,,90.73,0.1604,6.68,25.44,0.1197,1.87,105.100,0.28,93.60,5.01,201.90,1.41
2006-11-04,563,1386.82,,89.35,0.1205,6.44,26.70,0.1283,1.93,105.300,0.30,92.10,5.01,202.00,1.97
2006-12-05,564,1409.17,,87.96,0.0820,6.24,27.48,0.1312,1.95,110.010,0.31,91.70,4.94,203.10,2.52
2007-01-04,565,1425.46,,88.49,0.0782,6.21,27.33,0.1248,1.92,110.200,0.31,96.90,5.06,203.44,2.08
2007-02-04,566,1423.93,,89.03,0.0748,6.25,26.66,0.1124,1.87,111.200,0.30,91.30,5.05,204.23,2.42
2007-03-06,567,1407.63,,89.56,0.0711,6.36,26.08,0.1002,1.85,108.200,0.29,88.40,4.92,205.29,2.80
2007-04-06,568,1454.40,,91.79,0.0792,6.31,26.06,0.0935,1.79,106.300,0.28,87.10,4.93,205.90,2.59
2007-05-06,569,1506.31,,94.01,0.0874,6.24,26.40,0.0930,1.75,108.500,0.28,88.30,4.91,206.76,2.71
2007-06-05,570,1514.68,,96.24,0.0960,6.35,26.76,0.0975,1.77,105.300,0.28,85.30,4.96,207.23,2.69
2007-07-06,571,1492.52,,91.99,0.0311,6.16,26.90,0.1064,1.80,111.900,0.29,90.40,4.96,207.60,2.32
2007-08-05,572,1450.92,,87.73,-0.0331,6.05,27.07,0.1167,1.87,105.600,0.31,83.40,4.47,207.67,1.90
2007-09-05,573,1494.68,,83.48,-0.0965,5.59,27.60,0.1242,1.85,99.500,0.33,82.00,4.14,208.55,2.83
2007-10-05,574,1535.58,,75.95,-0.1610,4.95,28.69,0.1249,1.87,95.200,0.38,80.90,4.10,209.19,3.61
2007-11-05,575,1494.71,,68.41,-0.2227,4.58,29.87,0.1200,2.00,87.800,0.44,76.10,3.50,210.83,4.37
2007-12-05,576,1476.80,,60.88,-0.2814,4.12,30.48,0.1121,2.06,90.600,0.50,75.50,3.26,211.45,4.11
2008-01-05,577,1397.09,,62.75,-0.2798,4.49,30.11,0.1032,2.16,87.300,0.48,78.40,2.71,212.17,4.29
2008-02-04,578,1355.50,,64.61,-0.2784,4.77,29.18,0.0933,2.15,76.400,0.45,70.80,2.05,212.69,4.14
2008-03-05,579,1317.45,,66.48,-0.2765,5.05,28.36,0.0826,2.15,65.900,0.43,69.50,1.54,213.45,3.97
2008-04-05,580,1360.23,,67.01,-0.3263,4.93,28.12,0.0718,2.07,62.800,0.42,62.60,1.74,213.94,3.90
2008-05-05,581,1399.91,,67.55,-0.3868,4.83,28.25,0.0620,2.02,58.100,0.42,59.80,2.06,215.21,4.09
2008-06-05,582,1338.92,,68.08,-0.4625,5.08,28.40,0.0538,2.12,51.010,0.42,56.40,2.42,217.46,4.94
2008-07-05,583,1259.17,,66.67,-0.4035,5.29,28.30,0.0463,2.25,51.900,0.42,61.20,2.28,219.02,5.50
2008-08-05,584,1278.21,,65.25,-0.3479,5.10,28.12,0.0362,2.20,58.500,0.43,63.00,2.18,218.69,5.31
2008-09-04,585,1215.91,,63.84,-0.2954,5.25,28.16,0.0197,2.32,61.400,0.44,70.30,1.91,218.88,4.95
2008-10-04,586,1034.94,,53.89,-0.3292,5.21,28.55,-0.0049,2.76,38.800,0.53,57.50,1.42,217.00,3.73
2008-11-04,587,903.36,,43.95,-0.3621,4.87,28.89,-0.0347,3.20,44.700,0.66,55.30,1.07,213.15,1.10
2008-12-04,588,881.60,,34.00,-0.3948,3.86,28.60,-0.0662,3.24,38.600,0.84,60.10,0.49,211.40,-0.02
2009-01-04,589,869.25,,36.15,-0.3990,4.16,27.34,-0.0979,3.14,37.400,0.76,61.20,0.44,211.93,-0.11
2009-02-03,590,791.93,,38.29,-0.4034,4.84,25.54,-0.1296,3.22,25.300,0.67,56.30,0.62,212.71,0.01
2009-03-06,591,756.80,,40.44,-0.4079,5.34,23.84,-0.1605,3.15,26.900,0.59,57.30,0.64,212.50,-0.45
2009-04-05,592,834.61,,45.37,-0.4016,5.44,22.73,-0.1885,2.72,40.800,0.50,65.10,0.55,212.71,-0.58
2009-05-06,593,897.04,,50.31,-0.3923,5.61,22.12,-0.2122,2.47,54.800,0.44,65.10,0.50,213.02,-1.02
2009-06-05,594,921.92,,55.24,-0.3776,5.99,21.76,-0.2322,2.36,49.300,0.39,70.80,0.51,214.79,-1.23
2009-07-05,595,943.57,,57.87,-0.2434,6.13,21.46,-0.2501,2.27,47.400,0.37,66.00,0.48,214.73,-1.96
2009-08-05,596,1007.20,,60.49,-0.1243,6.01,21.30,-0.2673,2.11,54.500,0.35,73.00,0.46,215.45,-1.48
2009-09-04,597,1037.18,,63.12,-0.0178,6.09,21.40,-0.2836,2.06,53.400,0.34,73.50,0.40,215.86,-1.38
2009-10-05,598,1053.10,,64.96,0.2440,6.17,21.83,-0.2957,2.07,48.700,0.34,70.60,0.37,216.51,-0.22
2009-11-04,599,1068.72,,66.80,0.4542,6.25,22.35,-0.2955,2.09,50.600,0.33,67.40,0.31,217.23,1.91
2009-12-05,600,1107.57,,68.64,0.6271,6.20,22.64,-0.2739,2.04,53.600,0.33,72.50,0.37,217.35,2.81
2010-01-04,601,1103.12,,71.60,0.6126,6.49,22.50,-0.2256,2.04,56.500,0.31,74.40,0.35,217.49,2.62
2010-02-03,602,1083.83,,74.56,0.5996,6.88,22.12,-0.1603,2.04,46.400,0.30,73.60,0.35,217.28,2.15
2010-03-06,603,1140.21,,77.52,0.5875,6.80,21.84,-0.0935,1.92,52.300,0.28,73.60,0.40,217.35,2.29
2010-04-06,604,1187.10,,79.55,0.5262,6.70,21.87,-0.0396,1.84,57.700,0.27,72.20,0.45,217.40,2.21
2010-05-06,605,1130.98,,81.57,0.4680,7.21,22.10,-0.0012,1.95,62.700,0.27,67.80,0.37,217.29,2.00
2010-06-05,606,1069.39,,83.60,0.4132,7.82,22.32,0.0247,2.09,54.300,0.27,67.80,0.32,217.20,1.12
2010-07-06,607,1066.14,,84.48,0.3716,7.92,22.40,0.0416,2.10,51.000,0.27,69.60,0.29,217.61,1.34
2010-08-05,608,1081.45,,85.36,0.3336,7.89,22.44,0.0519,2.08,53.200,0.26,69.00,0.26,217.92,1.15
2010-09-05,609,1099.45,,86.24,0.2982,7.84,22.64,0.0568,2.06,48.600,0.26,69.00,0.26,218.28,1.12
2010-10-05,610,1163.69,,86.73,0.2737,7.45,23.10,0.0579,1.98,49.900,0.27,67.70,0.23,219.04,1.17
2010-11-04,611,1191.58,,87.23,0.2505,7.32,23.66,0.0595,1.99,57.800,0.27,71.60,0.25,219.59,1.08
2010-12-05,612,1223.36,,87.72,0.2282,7.17,24.12,0.0663,1.97,63.400,0.27,74.50,0.29,220.47,1.44
2011-01-04,613,1276.01,,88.56,0.2008,6.94,24.32,0.0815,1.91,64.800,0.27,74.20,0.27,221.19,1.70
2011-02-04,614,1312.39,,89.40,0.1739,6.81,24.42,0.1023,1.86,72.010,0.27,77.50,0.29,221.90,2.12
2011-03-06,615,1308.95,,90.24,0.1475,6.89,24.64,0.1237,1.88,63.800,0.27,67.50,0.26,223.05,2.62
2011-04-06,616,1338.09,,93.31,0.1587,6.97,25.12,0.1408,1.88,66.000,0.27,69.80,0.25,224.09,3.08
2011-05-06,617,1348.20,,96.37,0.1697,7.15,25.66,0.1505,1.90,61.700,0.27,74.30,0.19,224.81,3.46
2011-06-05,618,1317.28,,99.44,0.1806,7.55,25.96,0.1509,1.97,57.600,0.26,71.80,0.18,224.81,3.50
2011-07-06,619,1313.07,,100.01,0.1754,7.62,25.86,0.1424,1.97,59.200,0.26,63.70,0.19,225.40,3.58
2011-08-05,620,1230.10,,100.59,0.1704,8.18,25.71,0.1339,2.09,45.200,0.26,55.70,0.11,226.11,3.75
2011-09-05,621,1173.51,,101.16,0.1653,8.62,26.00,0.1364,2.22,46.400,0.26,59.40,0.10,226.60,3.81
2011-10-05,622,1187.99,,99.08,0.1324,8.34,27.01,0.1556,2.27,40.900,0.27,60.90,0.11,226.75,3.52
2011-11-05,623,1233.54,,97.01,0.1015,7.86,28.27,0.1794,2.29,55.200,0.29,64.10,0.11,227.17,3.45
2011-12-05,624,1244.06,,94.92,0.0724,7.63,29.12,0.1926,2.34,64.800,0.31,69.90,0.12,227.22,3.06
2012-01-05,625,1290.90,,95.60,0.0704,7.41,29.12,0.1855,2.26,61.500,0.30,75.00,0.12,227.84,3.01
2012-02-04,626,1342.15,,96.28,0.0684,7.17,28.66,0.1650,2.14,71.600,0.30,75.30,0.16,228.33,2.90
2012-03-05,627,1383.39,,96.96,0.0664,7.01,28.36,0.1431,2.05,69.500,0.29,76.20,0.19,228.81,2.58
2012-04-05,628,1396.54,,98.55,0.0529,7.06,28.65,0.1307,2.05,68.700,0.29,76.40,0.18,229.19,2.27
2012-05-05,629,1353.87,,100.13,0.0388,7.40,29.27,0.1279,2.16,64.400,0.29,79.30,0.19,228.71,1.74
2012-06-05,630,1325.56,,101.72,0.0240,7.67,29.80,0.1319,2.25,62.700,0.29,73.20,0.19,228.52,1.65
2012-07-05,631,1364.70,,99.81,-0.0021,7.31,29.97,0.1410,2.20,65.400,0.30,72.30,0.19,228.59,1.42
2012-08-05,632,1391.81,,97.91,-0.0278,7.03,30.20,0.1563,2.17,61.300,0.31,74.30,0.18,229.92,1.69
2012-09-04,633,1429.57,,96.01,-0.0531,6.72,31.08,0.1791,2.17,68.400,0.32,78.30,0.18,231.02,1.95
2012-10-04,634,1431.83,,94.87,-0.0427,6.63,32.92,0.2064,2.30,73.100,0.35,82.60,0.18,231.64,2.16
2012-11-04,635,1401.50,,93.73,-0.0328,6.69,34.86,0.2252,2.49,71.500,0.37,82.70,0.18,231.25,1.80
2012-12-04,636,1422.16,,92.60,-0.0228,6.51,35.74,0.2221,2.51,66.700,0.39,72.90,0.16,231.22,1.76
2013-01-04,637,1465.11,,96.09,0.0049,6.56,34.83,0.1907,2.38,58.400,0.36,73.80,0.15,231.68,1.68
2013-02-03,638,1507.18,,99.59,0.0338,6.61,33.07,0.1461,2.19,68.010,0.33,77.60,0.16,232.94,2.02
2013-03-06,639,1538.91,,103.08,0.0637,6.70,31.82,0.1112,2.07,61.900,0.31,78.60,0.15,232.28,1.52
2013-04-05,640,1575.09,,103.87,0.0561,6.59,32.04,0.1030,2.03,69.010,0.31,76.40,0.12,231.80,1.14
2013-05-06,641,1624.19,,104.65,0.0482,6.44,33.21,0.1130,2.04,74.300,0.32,84.50,0.12,231.89,1.39
2013-06-05,642,1613.13,,105.44,0.0402,6.54,34.43,0.1294,2.13,82.100,0.33,82.70,0.14,232.45,1.72
2013-07-05,643,1649.71,,106.19,0.0664,6.44,35.01,0.1447,2.12,81.000,0.33,85.10,0.12,232.90,1.89
2013-08-05,644,1664.88,,106.93,0.0906,6.42,35.24,0.1524,2.12,81.800,0.33,82.10,0.13,233.46,1.54
2013-09-04,645,1670.19,,107.68,0.1132,6.45,35.63,0.1431,2.13,80.200,0.33,77.50,0.12,233.54,1.09
2013-10-05,646,1715.16,,109.45,0.1404,6.38,36.54,0.1129,2.13,72.400,0.33,73.20,0.12,233.67,0.88
2013-11-04,647,1781.07,,111.23,0.1672,6.25,37.55,0.0811,2.11,72.010,0.34,75.10,0.12,234.10,1.23
2013-12-05,648,1818.08,,113.01,0.1936,6.22,38.09,0.0683,2.10,77.500,0.34,82.50,0.13,234.72,1.51
2014-01-04,649,1812.43,,111.76,0.1476,6.17,37.79,0.0845,2.08,79.400,0.34,81.20,0.12,235.29,1.56
2014-02-03,650,1811.99,,110.52,0.1022,6.10,37.12,0.1147,2.05,78.300,0.34,81.60,0.12,235.55,1.12
2014-03-06,651,1862.11,,109.28,0.0576,5.87,36.76,0.1387,1.97,83.900,0.34,80.00,0.13,236.03,1.61
2014-04-05,652,1867.39,,111.97,0.0740,6.00,37.20,0.1413,1.99,81.700,0.33,84.10,0.11,236.47,2.02
2014-05-06,653,1897.95,,114.67,0.0901,6.04,38.13,0.1311,2.01,82.200,0.33,81.90,0.10,236.92,2.17
2014-06-05,654,1942.06,,117.36,0.1055,6.04,39.04,0.1211,2.01,86.400,0.33,82.50,0.10,237.23,2.06
2014-07-05,655,1953.76,,117.71,0.1031,6.02,39.53,0.1198,2.02,90.300,0.34,81.80,0.11,237.50,1.97
2014-08-05,656,1960.75,,118.05,0.1006,6.02,39.78,0.1225,2.03,93.400,0.34,82.50,0.11,237.46,1.72
2014-09-05,657,1989.92,,118.40,0.0981,5.95,40.09,0.1212,2.01,89.000,0.34,84.60,0.11,237.48,1.68
2014-10-05,658,1957.08,,114.61,0.0461,5.86,40.66,0.1108,2.08,94.100,0.35,86.90,0.10,237.43,1.61
2014-11-04,659,2040.64,,110.83,-0.0035,5.43,41.34,0.0994,2.03,91.010,0.37,88.80,0.13,236.98,1.23
2014-12-05,660,2047.70,,107.04,-0.0509,5.23,41.89,0.0972,2.05,93.100,0.39,93.60,0.21,236.25,0.65
2015-01-04,661,2028.59,,105.77,-0.0509,5.21,42.12,0.1096,2.08,103.800,0.40,98.10,0.20,234.75,-0.23
2015-02-03,662,2050.42,,104.51,-0.0509,5.10,42.17,0.1270,2.06,98.800,0.40,95.40,0.22,235.34,-0.09
2015-03-06,663,2082.58,,103.24,-0.0510,4.96,42.21,0.1360,2.03,101.400,0.41,93.00,0.25,235.98,-0.02
2015-04-05,664,2081.86,,103.68,-0.0723,4.98,42.40,0.1277,2.04,94.300,0.41,95.90,0.23,236.22,-0.10
2015-05-06,665,2099.35,,104.12,-0.0952,4.96,42.63,0.1087,2.03,94.600,0.41,90.70,0.24,237.00,0.04
2015-06-05,666,2089.49,,104.56,-0.1196,5.00,42.78,0.0893,2.05,99.800,0.41,96.10,0.28,237.66,0.18
2015-07-05,667,2086.92,,103.63,-0.1331,4.97,42.77,0.0769,2.05,91.010,0.41,93.10,0.30,238.03,0.23
2015-08-05,668,2014.08,,102.69,-0.1470,5.10,42.81,0.0717,2.13,101.300,0.42,91.90,0.38,238.03,0.24
2015-09-05,669,1945.72,,101.76,-0.1612,5.23,43.16,0.0728,2.22,102.600,0.42,87.20,0.37,237.50,0.01
2015-10-05,670,1996.76,,98.59,-0.1545,4.94,43.98,0.0783,2.20,99.100,0.45,90.00,0.26,237.73,0.13
2015-11-04,671,2074.26,,95.41,-0.1481,4.60,44.89,0.0833,2.16,92.600,0.47,91.30,0.48,238.02,0.44
2015-12-05,672,2056.10,,92.24,-0.1415,4.49,45.40,0.0820,2.21,96.300,0.49,92.60,0.65,237.76,0.64
2016-01-01,673,1957.23,,93.45,-0.1189,4.77,45.17,0.0713,2.31,97.800,0.48,92.00,0.54,237.65,1.24
2016-02-01,674,1910.56,,94.67,-0.0958,4.96,44.58,0.0564,2.33,94.010,0.47,91.70,0.53,237.34,0.85
2016-03-02,675,2001.53,,95.88,-0.0723,4.79,44.16,0.0452,2.21,96.100,0.46,91.00,0.66,238.08,0.89
2016-04-02,676,2066.69,,98.19,-0.0557,4.75,44.30,0.0433,2.14,94.700,0.45,89.00,0.56,238.99,1.17
2016-05-03,677,2073.38,,100.49,-0.0380,4.85,44.75,0.0472,2.16,92.400,0.45,94.70,0.59,239.56,1.08
2016-06-03,678,2076.26,,102.80,-0.0191,4.95,45.11,0.0515,2.17,97.400,0.44,93.50,0.55,240.22,1.08
2016-07-04,679,2131.01,,106.79,0.0338,5.01,45.14,0.0525,2.12,96.700,0.42,90.00,0.51,240.10,0.87
2016-08-04,680,2171.37,,110.77,0.0853,5.10,45.10,0.0515,2.08,101.800,0.41,89.80,0.57,240.55,1.06
2016-09-04,681,2161.65,,114.76,0.1356,5.31,45.43,0.0512,2.10,103.500,0.40,91.20,0.59,241.18,1.55
2016-10-05,682,2143.70,,113.71,0.1540,5.30,46.35,0.0535,2.16,100.800,0.41,87.20,0.66,241.74,1.69
2016-11-05,683,2156.35,,112.65,0.1716,5.22,47.44,0.0571,2.20,109.400,0.42,93.80,0.74,242.03,1.68
2016-12-06,684,2225.99,,111.60,0.1883,5.01,48.10,0.0598,2.16,113.300,0.43,98.20,0.87,242.64,2.05
2017-01-06,685,2269.14,,112.83,0.1815,4.97,47.91,0.0606,2.11,111.600,0.42,98.50,0.83,243.62,2.51
2017-02-05,686,2323.10,,114.05,0.1750,4.91,47.29,0.0601,2.04,116.100,0.41,96.30,0.82,244.01,2.81
2017-03-07,687,2366.52,,115.28,0.1690,4.87,46.89,0.0600,1.98,124.900,0.41,96.90,1.01,243.89,2.44
2017-04-06,688,2368.41,,117.53,0.1701,4.96,47.15,0.0615,1.99,119.400,0.40,97.00,1.04,244.19,2.18
2017-05-06,689,2392.93,,119.79,0.1713,5.01,47.81,0.0646,2.00,117.600,0.40,97.10,1.12,244.00,1.86
2017-06-05,690,2424.64,,122.04,0.1724,5.03,48.46,0.0696,2.00,117.300,0.40,95.00,1.20,244.16,1.64
2017-07-05,691,2448.36,,123.13,0.1448,5.03,48.78,0.0761,1.99,120.000,0.40,93.40,1.22,244.24,1.73
2017-08-04,692,2464.24,,124.23,0.1180,5.04,48.95,0.0813,1.99,120.400,0.39,96.80,1.23,245.18,1.93
2017-09-03,693,2489.94,,125.32,0.0916,5.03,49.24,0.0814,1.98,120.600,0.39,95.10,1.28,246.44,2.18
2017-10-03,694,2549.96,,128.68,0.1274,5.05,49.86,0.0743,1.96,126.200,0.39,100.70,1.40,246.63,2.02
2017-11-02,695,2654.80,,132.04,0.1619,4.97,50.59,0.0657,1.91,128.600,0.38,98.50,1.56,247.28,2.17
2017-12-02,696,2654.80,,135.40,0.1950,5.10,51.13,0.0626,1.93,123.100,0.38,95.90,1.70,247.81,2.13
2018-01-01,697,2765.69,,138.99,0.2125,5.03,51.28,0.0692,1.85,124.300,0.37,95.70,1.80,248.86,2.15
2018-02-01,698,2724.73,,142.57,0.2296,5.23,51.21,0.0799,1.88,130.010,0.36,99.70,1.96,249.53,2.26
2018-03-03,699,2685.97,,146.16,0.2464,5.44,51.18,0.0870,1.91,127.010,0.35,101.40,2.06,249.58,2.33
2018-04-02,700,2638.20,,148.97,0.2443,5.65,51.39,0.0851,1.95,125.600,0.34,98.80,2.15,250.23,2.47
2018-05-02,701,2671.27,,151.79,0.2424,5.68,51.83,0.0794,1.94,128.800,0.34,98.00,2.27,250.79,2.78
2018-06-02,702,2730.13,,154.60,0.2405,5.66,52.41,0.0772,1.92,127.100,0.34,98.20,2.33,251.02,2.81
2018-07-03,703,2767.05,,158.24,0.2526,5.72,53.06,0.0835,1.92,127.900,0.34,97.90,2.39,251.21,2.85
2018-08-03,704,2858.88,,161.88,0.2641,5.66,53.80,0.0947,1.88,134.700,0.33,96.20,2.45,251.66,2.64
2018-09-03,705,2903.99,,165.52,0.2750,5.70,54.64,0.1054,1.88,135.300,0.33,100.10,2.56,252.18,2.33
2018-10-04,706,2795.36,,157.05,0.1904,5.62,55.56,0.1110,1.99,137.900,0.35,98.60,2.65,252.77,2.49
2018-11-04,707,2731.00,,148.59,0.1090,5.44,56.36,0.1113,2.06,136.400,0.38,97.50,2.70,252.59,2.15
2018-12-05,708,2611.03,,140.12,0.0305,5.37,56.77,0.1075,2.17,126.600,0.41,98.30,2.66,252.77,2.00
2019-01-04,709,2583.49,,144.07,0.0321,5.58,56.64,0.1009,2.19,121.700,0.39,91.20,2.58,252.72,1.55
2019-02-04,710,2745.53,,148.01,0.0336,5.39,56.23,0.0934,2.05,131.400,0.38,93.80,2.55,253.32,1.52
2019-03-06,711,2803.80,,151.96,0.0350,5.42,55.93,0.0870,1.99,124.200,0.37,98.40,2.49,254.20,1.85
2019-04-06,712,2898.15,,154.83,0.0373,5.34,56.01,0.0832,1.93,129.200,0.36,97.20,2.42,255.21,1.99
2019-05-06,713,2852.26,,157.69,0.0397,5.53,56.41,0.0813,1.98,131.300,0.36,100.00,2.34,255.29,1.79
2019-06-06,714,2846.56,,160.56,0.0425,5.64,56.97,0.0804,2.00,124.300,0.35,98.20,2.01,255.16,1.65
2019-07-06,715,2983.00,,160.32,0.0144,5.37,57.72,0.0822,1.93,135.800,0.36,98.40,1.96,255.69,1.78
2019-08-06,716,2935.62,,160.08,-0.0122,5.45,58.46,0.0829,1.99,134.200,0.37,89.80,1.77,256.06,1.75
2019-09-05,717,2949.90,,159.84,-0.0374,5.42,59.21,0.0817,2.01,126.300,0.37,93.20,1.80,256.51,1.72
2019-10-06,718,2981.82,,158.79,0.0112,5.33,59.76,0.0749,2.00,126.100,0.38,95.50,1.57,257.24,1.77
2019-11-05,719,3099.17,,157.73,0.0580,5.09,60.30,0.0699,1.95,126.800,0.38,96.80,1.53,257.80,2.06
2019-12-06,720,3173.22,,156.68,0.1031,4.94,60.85,0.0717,1.92,128.200,0.39,99.30,1.51,258.62,2.31
2020-01-05,721,3255.65,,130.72,-0.0833,4.02,61.00,0.0756,1.87,130.400,0.47,99.80,1.49,259.04,2.50
2020-02-05,722,3109.81,,104.76,-0.2702,3.37,61.14,0.0840,1.97,132.600,0.58,101.00,1.37,259.25,2.34
2020-03-06,723,2721.86,,78.01,-0.4627,2.87,61.29,0.0905,2.25,118.800,0.79,89.10,0.32,258.12,1.54
2020-04-06,724,2703.22,,87.72,-0.4226,3.25,59.99,0.0665,2.22,85.700,0.68,71.80,0.18,256.09,0.35
2020-05-06,725,2937.18,,97.44,-0.3820,3.32,58.69,0.0377,2.00,85.900,0.60,72.30,0.16,255.87,0.23
2020-06-06,726,3084.47,,107.16,-0.3408,3.47,57.38,0.0068,1.86,98.300,0.54,78.10,0.18,256.99,0.72
2020-07-06,727,3189.55,,121.97,-0.2934,3.82,56.88,-0.0137,1.78,91.700,0.47,72.50,0.15,258.28,1.01
2020-08-06,728,3396.97,,136.79,-0.2223,4.03,56.38,-0.0340,1.66,86.300,0.41,74.10,0.13,259.41,1.31
2020-09-05,729,3417.00,,151.60,-0.1056,4.44,55.88,-0.0543,1.64,101.300,0.37,80.40,0.13,260.03,1.37
2020-10-06,730,3359.91,,151.97,-0.0777,4.52,56.77,-0.0497,1.69,101.400,0.37,81.80,0.13,260.29,1.18
2020-11-05,731,3460.89,,152.35,-0.0552,4.40,57.67,-0.0449,1.67,92.900,0.38,76.90,0.12,260.81,1.17
2020-12-06,732,3698.89,,152.72,-0.0370,4.13,58.56,-0.0400,1.58,87.100,0.38,80.70,0.10,262.04,1.32
2021-01-05,733,3753.12,,165.03,0.2813,4.40,58.61,-0.0420,1.56,87.100,0.36,79.00,0.10,262.65,1.39
2021-02-05,734,3804.59,,177.33,0.5305,4.66,58.66,-0.0441,1.54,95.200,0.33,76.80,0.07,263.64,1.69
2021-03-07,735,3900.00,,180.01,0.6728,4.62,58.71,-0.0462,1.51,114.901,0.33,80.01,0.07,264.91,2.63
2021-04-07,736,4096.38,,195.83,0.7114,4.78,58.58,-0.0249,1.43,117.500,0.30,88.30,0.06,266.67,4.13
2021-05-07,737,4172.75,,202.01,0.6864,4.84,58.44,-0.0042,1.40,120.000,0.29,82.90,0.05,268.44,4.92
2021-06-07,738,4245.21,,208.20,0.6616,4.90,58.31,0.0158,1.37,128.900,0.28,85.50,0.07,270.56,5.28
2021-07-07,739,4339.77,,208.16,0.5223,4.80,59.35,0.0421,1.37,125.100,0.29,81.20,0.08,271.76,5.22
2021-08-07,740,4458.66,,208.12,0.4022,4.67,60.39,0.0684,1.35,115.200,0.29,70.30,0.07,272.87,5.19
2021-09-06,741,4422.03,,208.08,0.3138,4.71,61.44,0.0946,1.39,109.800,0.30,72.80,0.08,274.03,5.38
2021-10-07,742,4452.39,,214.33,0.3184,4.81,62.00,0.0893,1.39,111.600,0.29,71.70,0.11,276.52,6.24
2021-11-06,743,4620.36,,220.59,0.3378,4.77,62.57,0.0839,1.35,111.900,0.28,67.40,0.18,278.71,6.86
2021-12-07,744,4668.26,,226.84,0.3560,4.86,63.13,0.0784,1.35,115.200,0.28,70.60,0.30,280.89,7.19
2022-01-06,745,4583.73,,217.04,0.2499,4.74,63.76,0.0867,1.39,111.100,0.29,67.20,0.55,282.60,7.60
